2.797
1.865
5.665
5.396
2.693
6.276
3.09
5.581
3.064
7.531
1.381
6.002
4.314
3.933
2.96
2.139
3.849
2.965
3.59
4.344
1.708
6.73
3.071
1.287
3.325
1.257
4.954
3.325
7.209
1.654
4.113
3.028
2.193
3.67
3.045
6.129
1.956
2.558
