3.376
2.851
2.838
3.396
1.082
2.705
2.885
8.901
1.569
8.475
6.598
5.7
5.367
6.675
8.502
2.562
4.148
2.569
2.162
3.303
3.307
1.609
3.093
2.301
3.604
1.107
2.755
2.468
4.455
3.766
3.857
3.135
4.481
4.021
1.805
3.393
5.463
2.017
