2.798
3.102
2.232
1.322
2.855
1.561
2.795
2.778
4.016
3.18
2.391
1.855
1.63
3.312
2.275
7.537
4.667
8.498
7.419
9.606
2.362
2.522
14.018
2.614
2.477
11.581
2.673
1.44
2.426
3.0
4.131
3.933
6.955
5.762
2.294
1.66
10.23
4.371
4.395
5.737
2.757
6.202
3.384
3.108
3.066
1.82
1.346
